"","Chi-square","P-value","Odds Ratio (Anaphylaxis/Not)"
"Loss of employment",2.22066574367145e-24,0.999999999998811,0
"Electrocardiogram poor R-wave progression",2.22066574367145e-24,0.999999999998811,0
"Cryoglobulinaemia",2.22066574367145e-24,0.999999999998811,0
"Hepatitis A antibody negative",2.22066574367145e-24,0.999999999998811,0
"Foetal distress syndrome",2.22066574367145e-24,0.999999999998811,0
"Electrocardiogram ST segment abnormal",2.22066574367145e-24,0.999999999998811,0
"Lactic acidosis",2.22066574367145e-24,0.999999999998811,0
"Knee deformity",2.22066574367145e-24,0.999999999998811,0
"Bone densitometry",2.22066574367145e-24,0.999999999998811,0
"Foreign travel",2.22066574367145e-24,0.999999999998811,0
"Reflexes abnormal",2.22066574367145e-24,0.999999999998811,0
"Premature separation of placenta",2.22066574367145e-24,0.999999999998811,0
"Bacteria sputum identified",2.22066574367145e-24,0.999999999998811,0
"Herpes simplex serology",1.63056854044922e-25,0.999999999999678,0
"Urinary sediment abnormal",2.22066574367145e-24,0.999999999998811,0
"Blood bilirubin normal",2.22066574367145e-24,0.999999999998811,0
"Carbon dioxide normal",2.22066574367145e-24,0.999999999998811,0
"Carotid artery occlusion",2.22066574367145e-24,0.999999999998811,0
"Ileostomy",2.22066574367145e-24,0.999999999998811,0
"Lymphoplasmacytoid lymphoma/immunocytoma",2.22066574367145e-24,0.999999999998811,0
"West Nile virus test negative",1.49856114379299e-27,0.999999999999969,0
"Body mass index increased",2.22066574367145e-24,0.999999999998811,0
"Glycosylated haemoglobin normal",2.22066574367145e-24,0.999999999998811,0
"PCO2 decreased",2.22066574367145e-24,0.999999999998811,0
"Lipohypertrophy",2.22066574367145e-24,0.999999999998811,0
"Computerised tomogram abdomen",4.09278071214934e-25,0.99999999999949,0
"Pyelonephritis acute",2.22066574367145e-24,0.999999999998811,0
"Red man syndrome",2.22066574367145e-24,0.999999999998811,0
"Vaginal odour",2.22066574367145e-24,0.999999999998811,0
"Ileus",1.49856114379299e-27,0.999999999999969,0
"Respiratory tract infection",1.24364951520222e-26,0.999999999999911,0.717971086739781
"Splenomegaly",9.67273894802013e-31,0.999999999999999,0
"Pericardial drainage",2.22066574367145e-24,0.999999999998811,0
"Bundle branch block right",2.22066574367145e-24,0.999999999998811,0
"Blood iron decreased",2.22066574367145e-24,0.999999999998811,0
"Anger",4.09278071214934e-25,0.99999999999949,0
"Nuchal rigidity",4.09278071214934e-25,0.99999999999949,0
"Dyspnoea exertional",4.09278071214934e-25,0.99999999999949,0
"Accidental exposure",4.09278071214934e-25,0.99999999999949,0
"Diarrhoea haemorrhagic",4.09278071214934e-25,0.99999999999949,0
"Anuria",4.09278071214934e-25,0.99999999999949,0
"Micturition urgency",4.09278071214934e-25,0.99999999999949,0
"Brain injury",4.09278071214934e-25,0.99999999999949,0
"Renal impairment",4.09278071214934e-25,0.99999999999949,0
"Drug dispensing error",4.09278071214934e-25,0.99999999999949,0
"Occult blood positive",4.09278071214934e-25,0.99999999999949,0
"CSF cell count abnormal",4.09278071214934e-25,0.99999999999949,0
"Livedo reticularis",4.09278071214934e-25,0.99999999999949,0
"Reaction to preservatives",4.09278071214934e-25,0.99999999999949,0
"Blindness unilateral",4.09278071214934e-25,0.99999999999949,0
"Mouth ulceration",4.09278071214934e-25,0.99999999999949,0
"Blood lactate dehydrogenase",4.09278071214934e-25,0.99999999999949,0
"Auricular swelling",4.09278071214934e-25,0.99999999999949,0
"Band neutrophil count increased",4.09278071214934e-25,0.99999999999949,0
"Cardiac failure congestive",4.09278071214934e-25,0.99999999999949,0
"Acute myocardial infarction",4.09278071214934e-25,0.99999999999949,0
"Renal function test",4.09278071214934e-25,0.99999999999949,0
"Angiotensin converting enzyme",4.09278071214934e-25,0.99999999999949,0
"Bundle branch block",4.09278071214934e-25,0.99999999999949,0
"Metabolic function test abnormal",4.09278071214934e-25,0.99999999999949,0
"Oral candidiasis",4.09278071214934e-25,0.99999999999949,0
"Acne",4.09278071214934e-25,0.99999999999949,0
"Autoimmune disorder",4.09278071214934e-25,0.99999999999949,0
"Viral test negative",4.09278071214934e-25,0.99999999999949,0
"Ultrasound abdomen normal",4.09278071214934e-25,0.99999999999949,0
"Skin reaction",4.09278071214934e-25,0.99999999999949,0
"Respiratory syncytial virus test negative",4.09278071214934e-25,0.99999999999949,0
"Vasculitis",4.09278071214934e-25,0.99999999999949,0
"Left ventricular hypertrophy",4.09278071214934e-25,0.99999999999949,0
"Epstein-Barr virus antibody negative",4.09278071214934e-25,0.99999999999949,0
"Antineutrophil cytoplasmic antibody negative",4.09278071214934e-25,0.99999999999949,0
"Positive Rombergism",4.09278071214934e-25,0.99999999999949,0
"Aura",4.09278071214934e-25,0.99999999999949,0
"Low density lipoprotein increased",4.09278071214934e-25,0.99999999999949,0
"Mood swings",4.09278071214934e-25,0.99999999999949,0
"Concussion",4.09278071214934e-25,0.99999999999949,0
"Pulse pressure decreased",4.09278071214934e-25,0.99999999999949,0
"Pneumonia aspiration",4.09278071214934e-25,0.99999999999949,0
"Physical examination",4.09278071214934e-25,0.99999999999949,0
"Mastication disorder",4.09278071214934e-25,0.99999999999949,0
"Barium swallow abnormal",4.09278071214934e-25,0.99999999999949,0
"Caesarean section",4.09278071214934e-25,0.99999999999949,0
"Hepatic enzyme abnormal",4.09278071214934e-25,0.99999999999949,0
"Eructation",4.09278071214934e-25,0.99999999999949,0
"Colitis",4.09278071214934e-25,0.99999999999949,0
"Septic shock",4.09278071214934e-25,0.99999999999949,0
"Mean cell haemoglobin concentration decreased",4.09278071214934e-25,0.99999999999949,0
"Viral upper respiratory tract infection",4.09278071214934e-25,0.99999999999949,0
"Growth retardation",4.09278071214934e-25,0.99999999999949,0
"Troponin increased",4.09278071214934e-25,0.99999999999949,0
"Blood magnesium decreased",4.09278071214934e-25,0.99999999999949,0
"Hepatic steatosis",4.09278071214934e-25,0.99999999999949,0
"Lipase increased",4.09278071214934e-25,0.99999999999949,0
"Ultrasound kidney normal",4.09278071214934e-25,0.99999999999949,0
"Herpes simplex serology negative",4.09278071214934e-25,0.99999999999949,0
"Ventricular fibrillation",4.09278071214934e-25,0.99999999999949,0
"Injection site haemorrhage",4.09278071214934e-25,0.99999999999949,0
"Cytomegalovirus antibody positive",4.09278071214934e-25,0.99999999999949,0
"Mycoplasma serology positive",4.09278071214934e-25,0.99999999999949,0
"Lymphocyte count normal",4.09278071214934e-25,0.99999999999949,0
"Atrophy",4.09278071214934e-25,0.99999999999949,0
"Catheter placement",4.09278071214934e-25,0.99999999999949,0
"Myelopathy",4.09278071214934e-25,0.99999999999949,0
"Radiculopathy",4.09278071214934e-25,0.99999999999949,0
"Carpal tunnel syndrome",4.09278071214934e-25,0.99999999999949,0
"Salivary hypersecretion",4.09278071214934e-25,0.99999999999949,0
"Mean cell volume abnormal",4.09278071214934e-25,0.99999999999949,0
"Cardiac murmur",4.09278071214934e-25,0.99999999999949,0
"Induced labour",4.09278071214934e-25,0.99999999999949,0
"Polyarthritis",4.09278071214934e-25,0.99999999999949,0
"Synovitis",4.09278071214934e-25,0.99999999999949,0
"Meningitis viral",4.09278071214934e-25,0.99999999999949,0
"Muscle rigidity",4.09278071214934e-25,0.99999999999949,0
"Thyroxine free",4.09278071214934e-25,0.99999999999949,0
"Physiotherapy",4.09278071214934e-25,0.99999999999949,0
"Muscle strain",4.09278071214934e-25,0.99999999999949,0
"Odynophagia",4.09278071214934e-25,0.99999999999949,0
"Injection site scab",4.09278071214934e-25,0.99999999999949,0
"Joint dislocation",4.09278071214934e-25,0.99999999999949,0
"Hyperlipidaemia",4.09278071214934e-25,0.99999999999949,0
"Feeling drunk",4.09278071214934e-25,0.99999999999949,0
"Blood creatine phosphokinase MB increased",4.09278071214934e-25,0.99999999999949,0
"Band neutrophil percentage increased",4.09278071214934e-25,0.99999999999949,0
"Peroneal nerve palsy",4.09278071214934e-25,0.99999999999949,0
"X-ray limb abnormal",4.09278071214934e-25,0.99999999999949,0
"Polyuria",4.09278071214934e-25,0.99999999999949,0
"Blood immunoglobulin A",4.09278071214934e-25,0.99999999999949,0
"Exercise tolerance decreased",4.09278071214934e-25,0.99999999999949,0
"Blood bilirubin abnormal",4.09278071214934e-25,0.99999999999949,0
"Pulmonary embolism",4.09278071214934e-25,0.99999999999949,0
"Staphylococcal infection",4.09278071214934e-25,0.99999999999949,0
"Blood folate increased",4.09278071214934e-25,0.99999999999949,0
"Mean cell haemoglobin concentration increased",4.09278071214934e-25,0.99999999999949,0
"Fibromyalgia",4.09278071214934e-25,0.99999999999949,0
"Polymerase chain reaction",4.09278071214934e-25,0.99999999999949,0
"Ventricular hypertrophy",2.38669059553448e-29,0.999999999999996,0
"Coronary artery thrombosis",1.49856114379299e-27,0.999999999999969,0
"Gastrointestinal haemorrhage",9.67273894802013e-31,0.999999999999999,0
"Strawberry tongue",2.22066574367145e-24,0.999999999998811,0
"Blood alkaline phosphatase",1.19265914319901e-25,0.999999999999724,1.06337509211496
"Laryngeal disorder",2.22066574367145e-24,0.999999999998811,0
"Electrocardiogram ambulatory abnormal",2.22066574367145e-24,0.999999999998811,0
"Serology negative",0.000259292499993183,0.987152569673881,1.22542735042735
"CSF culture positive",2.22066574367145e-24,0.999999999998811,0
"Renal function test normal",1.49856114379299e-27,0.999999999999969,0
"Pulmonary hypertension",1.49856114379299e-27,0.999999999999969,0
"Cytomegalovirus test negative",1.49856114379299e-27,0.999999999999969,0
"Hepatic cyst",2.22066574367145e-24,0.999999999998811,0
"Hypocalcaemia",2.22066574367145e-24,0.999999999998811,0
"Road traffic accident",1.49856114379299e-27,0.999999999999969,0
"Streptococcus test negative",2.22066574367145e-24,0.999999999998811,0
"CSF immunoglobulin G index",2.22066574367145e-24,0.999999999998811,0
"Mental disorder",1.49856114379299e-27,0.999999999999969,0
"Pulmonary mass",2.22066574367145e-24,0.999999999998811,0
"Renal transplant",2.22066574367145e-24,0.999999999998811,0
"Scoliosis",2.22066574367145e-24,0.999999999998811,0
"Hyperaesthesia",1.63056854044922e-25,0.999999999999678,0
"Culture throat negative",1.63056854044922e-25,0.999999999999678,0
"Vaccination error",1.63056854044922e-25,0.999999999999678,0
"Atelectasis",1.63056854044922e-25,0.999999999999678,0
"Urinary system X-ray",1.63056854044922e-25,0.999999999999678,0
"Arteriosclerosis",1.63056854044922e-25,0.999999999999678,0
"Blood pressure normal",1.63056854044922e-25,0.999999999999678,0
"Decreased activity",1.63056854044922e-25,0.999999999999678,0
"Monocyte count decreased",1.63056854044922e-25,0.999999999999678,0
"Metabolic acidosis",1.63056854044922e-25,0.999999999999678,0
"Acute respiratory failure",1.63056854044922e-25,0.999999999999678,0
"Blood culture positive",1.63056854044922e-25,0.999999999999678,0
"Coagulation test",1.63056854044922e-25,0.999999999999678,0
"Haematocrit increased",1.63056854044922e-25,0.999999999999678,0
"Postnasal drip",1.63056854044922e-25,0.999999999999678,0
"Liver function test abnormal",1.63056854044922e-25,0.999999999999678,0
"Sinus disorder",1.63056854044922e-25,0.999999999999678,0
"Glomerular filtration rate decreased",1.63056854044922e-25,0.999999999999678,0
"Lipase normal",1.63056854044922e-25,0.999999999999678,0
"Hallucination",1.63056854044922e-25,0.999999999999678,0
"Miller Fisher syndrome",1.63056854044922e-25,0.999999999999678,0
"Gastritis",1.63056854044922e-25,0.999999999999678,0
"Nystagmus",1.63056854044922e-25,0.999999999999678,0
"Rhabdomyolysis",1.63056854044922e-25,0.999999999999678,0
"Blood albumin increased",1.63056854044922e-25,0.999999999999678,0
"Intervertebral disc protrusion",1.63056854044922e-25,0.999999999999678,0
"Injection site mass",1.63056854044922e-25,0.999999999999678,0
"Vaginal discharge",1.63056854044922e-25,0.999999999999678,0
"Glucose urine present",1.63056854044922e-25,0.999999999999678,0
"Idiopathic thrombocytopenic purpura",1.63056854044922e-25,0.999999999999678,0
"Syphilis test negative",1.63056854044922e-25,0.999999999999678,0
"Dysaesthesia",1.63056854044922e-25,0.999999999999678,0
"Hearing impaired",1.63056854044922e-25,0.999999999999678,0
"Carbon dioxide abnormal",1.63056854044922e-25,0.999999999999678,0
"Ultrasound abdomen abnormal",1.63056854044922e-25,0.999999999999678,0
"Troponin I",1.63056854044922e-25,0.999999999999678,0
"Flatulence",1.63056854044922e-25,0.999999999999678,0
"Head deformity",1.63056854044922e-25,0.999999999999678,0
"Computerised tomogram head",1.63056854044922e-25,0.999999999999678,0
"Cervix haemorrhage uterine",2.22066574367145e-24,0.999999999998811,0
"Thyroxine free increased",2.22066574367145e-24,0.999999999998811,0
"Positron emission tomogram normal",2.22066574367145e-24,0.999999999998811,0
"Blood amylase increased",4.09278071214934e-25,0.99999999999949,0
"Non-small cell lung cancer metastatic",2.22066574367145e-24,0.999999999998811,0
"Hypokinesia",1.29051817186049e-25,0.999999999999713,0.697336561743341
"Sensory disturbance",1.19265914319901e-25,0.999999999999724,1.06337509211496
"Borrelia burgdorferi serology",1.19265914319901e-25,0.999999999999724,1.06337509211496
"Legionella serology positive",2.22066574367145e-24,0.999999999998811,0
"Muscle tightness",8.93374525587949e-26,0.999999999999762,1.44017946161515
"Nervousness",8.93374525587949e-26,0.999999999999762,1.44017946161515
"Facial pain",8.93374525587949e-26,0.999999999999762,1.44017946161515
"C-reactive protein",8.12122614033835e-26,0.999999999999773,0.872188449848024
"Sleep disorder",7.44102993534519e-26,0.999999999999782,1.74969733656174
"Hypophagia",7.44102993534519e-26,0.999999999999782,1.74969733656174
"Apnoea",7.35636114805013e-26,0.999999999999784,0
"Blood bilirubin increased",7.35636114805013e-26,0.999999999999784,0
"Oral herpes",7.35636114805013e-26,0.999999999999784,0
"Ear discomfort",7.35636114805013e-26,0.999999999999784,0
"Blood calcium increased",7.35636114805013e-26,0.999999999999784,0
"Choking",7.35636114805013e-26,0.999999999999784,0
"Axillary pain",7.35636114805013e-26,0.999999999999784,0
"Hypersomnia",7.35636114805013e-26,0.999999999999784,0
"Ultrasound Doppler normal",7.35636114805013e-26,0.999999999999784,0
"Blood electrolytes normal",7.35636114805013e-26,0.999999999999784,0
"Respiratory rate increased",7.35636114805013e-26,0.999999999999784,0
"Postictal state",7.35636114805013e-26,0.999999999999784,0
"Injection site vesicles",7.35636114805013e-26,0.999999999999784,0
"Cold compress therapy",7.35636114805013e-26,0.999999999999784,0
"Diet refusal",7.35636114805013e-26,0.999999999999784,0
"Lymph node pain",7.35636114805013e-26,0.999999999999784,0
"Skin exfoliation",7.35636114805013e-26,0.999999999999784,0
"Injection site discolouration",7.35636114805013e-26,0.999999999999784,0
"Prothrombin time prolonged",7.35636114805013e-26,0.999999999999784,0
"Urine leukocyte esterase positive",7.35636114805013e-26,0.999999999999784,0
"Pollakiuria",7.35636114805013e-26,0.999999999999784,0
"Injection site discomfort",7.35636114805013e-26,0.999999999999784,0
"Eye rolling",7.35636114805013e-26,0.999999999999784,0
"Lumbar puncture abnormal",7.35636114805013e-26,0.999999999999784,0
"Conversion disorder",7.35636114805013e-26,0.999999999999784,0
"Blood potassium increased",7.35636114805013e-26,0.999999999999784,0
"Blood folate",7.35636114805013e-26,0.999999999999784,0
"Blood iron increased",2.22066574367145e-24,0.999999999998811,0
"Aspartate aminotransferase decreased",2.22066574367145e-24,0.999999999998811,0
"Periarthritis",1.49856114379299e-27,0.999999999999969,0
"Blood creatine phosphokinase normal",6.44523713328316e-26,0.999999999999797,0.977966101694915
"Tinnitus",6.44523713328316e-26,0.999999999999797,0.977966101694915
"Blood sodium decreased",6.15407775482949e-26,0.999999999999802,1.11237911025145
"Red blood cell count decreased",5.02611212335376e-26,0.999999999999821,1.19439543331604
"Lacrimation increased",5.02611212335376e-26,0.999999999999821,1.19439543331604
"Endotracheal intubation",4.03867806026822e-26,0.99999999999984,0.872730024213075
"Activated partial thromboplastin time",4.03867806026822e-26,0.99999999999984,0.872730024213075
"Mean cell haemoglobin",4.03867806026822e-26,0.99999999999984,0.872730024213075
"Full blood count abnormal",2.37790631154541e-26,0.999999999999877,0.787862219792236
"Injection site induration",2.37790631154541e-26,0.999999999999877,0.787862219792236
"Blood electrolytes decreased",5.62402589466793,0.0177159087751587,Inf
"Antinuclear antibody",1.24364951520222e-26,0.999999999999911,0.717971086739781
"Radioallergosorbent test",1.29013413873451,0.256023232072164,12.2733050847458
"Asthenia",5.44728671526427e-27,0.999999999999941,1.00625847649186
"Blood test normal",5.27852573590827e-27,0.999999999999942,0.659413650939075
"Haemoglobin decreased",4.79363595859464e-27,0.999999999999945,1.01905270655271
"X-ray abnormal",2.72099511855419e-27,0.999999999999958,0.927620902304447
"Dry mouth",1.58668960037428e-27,0.999999999999968,1.01889124293785
"Paralysis",1.58668960037428e-27,0.999999999999968,1.01889124293785
"Bronchopneumonia",1.49856114379299e-27,0.999999999999969,0
"Apraxia",1.49856114379299e-27,0.999999999999969,0
"Colonoscopy abnormal",1.49856114379299e-27,0.999999999999969,0
"Chronic fatigue syndrome",1.49856114379299e-27,0.999999999999969,0
"Brain scan normal",1.49856114379299e-27,0.999999999999969,0
"Gianotti-Crosti syndrome",1.49856114379299e-27,0.999999999999969,0
"Chromatopsia",1.49856114379299e-27,0.999999999999969,0
"Enuresis",1.49856114379299e-27,0.999999999999969,0
"Basophil count decreased",1.49856114379299e-27,0.999999999999969,0
"Herpes virus infection",1.49856114379299e-27,0.999999999999969,0
"Abnormal sensation in eye",1.49856114379299e-27,0.999999999999969,0
"Nasal flaring",1.49856114379299e-27,0.999999999999969,0
"Multiple allergies",1.49856114379299e-27,0.999999999999969,0
"Rales",1.49856114379299e-27,0.999999999999969,0
"Blood pressure abnormal",1.49856114379299e-27,0.999999999999969,0
"Nerve compression",1.49856114379299e-27,0.999999999999969,0
"Amblyopia",1.49856114379299e-27,0.999999999999969,0
"Joint effusion",1.49856114379299e-27,0.999999999999969,0
"Influenza A virus test negative",1.49856114379299e-27,0.999999999999969,0
"Pleurisy",1.49856114379299e-27,0.999999999999969,0
"X-ray gastrointestinal tract normal",1.49856114379299e-27,0.999999999999969,0
"Pupils unequal",1.49856114379299e-27,0.999999999999969,0
"Albumin CSF increased",1.49856114379299e-27,0.999999999999969,0
"Complication of pregnancy",1.49856114379299e-27,0.999999999999969,0
"Uterine leiomyoma",1.49856114379299e-27,0.999999999999969,0
"Virus serology test positive",1.49856114379299e-27,0.999999999999969,0
"Essential hypertension",1.49856114379299e-27,0.999999999999969,0
"Vitamin B12 deficiency",1.49856114379299e-27,0.999999999999969,0
"Petit mal epilepsy",1.49856114379299e-27,0.999999999999969,0
"Hepatosplenomegaly",1.49856114379299e-27,0.999999999999969,0
"Vaginitis bacterial",1.49856114379299e-27,0.999999999999969,0
"Ultrasound scan vagina",1.49856114379299e-27,0.999999999999969,0
"Migraine with aura",1.49856114379299e-27,0.999999999999969,0
"Joint injury",1.49856114379299e-27,0.999999999999969,0
"Reticulocyte count normal",1.49856114379299e-27,0.999999999999969,0
"Colonic polyp",1.49856114379299e-27,0.999999999999969,0
"Troponin I increased",1.49856114379299e-27,0.999999999999969,0
"Obsessive-compulsive disorder",1.49856114379299e-27,0.999999999999969,0
"Breath holding",1.49856114379299e-27,0.999999999999969,0
"Syringe issue",1.49856114379299e-27,0.999999999999969,0
"Virus serology test negative",1.49856114379299e-27,0.999999999999969,0
"Labyrinthitis",1.49856114379299e-27,0.999999999999969,0
"Food intolerance",1.49856114379299e-27,0.999999999999969,0
"Arthropod bite",1.49856114379299e-27,0.999999999999969,0
"Distractibility",1.49856114379299e-27,0.999999999999969,0
"Torticollis",1.49856114379299e-27,0.999999999999969,0
"Cow's milk intolerance",1.49856114379299e-27,0.999999999999969,0
"Pneumonia pneumococcal",1.49856114379299e-27,0.999999999999969,0
"Intracranial pressure increased",1.49856114379299e-27,0.999999999999969,0
"Cholecystectomy",1.49856114379299e-27,0.999999999999969,0
"Carboxyhaemoglobin increased",1.49856114379299e-27,0.999999999999969,0
"Vocal cord disorder",1.49856114379299e-27,0.999999999999969,0
"Chondritis",1.49856114379299e-27,0.999999999999969,0
"Gingival bleeding",1.49856114379299e-27,0.999999999999969,0
"Hypothyroidism",1.49856114379299e-27,0.999999999999969,0
"Seasonal allergy",1.49856114379299e-27,0.999999999999969,0
"Miosis",1.49856114379299e-27,0.999999999999969,0
"Blood glucose abnormal",1.49856114379299e-27,0.999999999999969,0
"Culture wound",1.49856114379299e-27,0.999999999999969,0
"Erosive oesophagitis",1.49856114379299e-27,0.999999999999969,0
"Trigeminal nerve disorder",1.49856114379299e-27,0.999999999999969,0
"Hemicephalalgia",1.49856114379299e-27,0.999999999999969,0
"Electrocardiogram QT prolonged",1.49856114379299e-27,0.999999999999969,0
"Chapped lips",1.49856114379299e-27,0.999999999999969,0
"Muscle atrophy",1.49856114379299e-27,0.999999999999969,0
"Spinal fusion surgery",1.49856114379299e-27,0.999999999999969,0
"Ear congestion",1.49856114379299e-27,0.999999999999969,0
"Urine odour abnormal",1.49856114379299e-27,0.999999999999969,0
"Keratitis",1.49856114379299e-27,0.999999999999969,0
"Multi-organ failure",1.49856114379299e-27,0.999999999999969,0
"Acoustic stimulation tests",1.49856114379299e-27,0.999999999999969,0
"Sputum discoloured",1.49856114379299e-27,0.999999999999969,0
"Akinesia",1.49856114379299e-27,0.999999999999969,0
"Encephalitis viral",1.49856114379299e-27,0.999999999999969,0
"Deafness unilateral",1.49856114379299e-27,0.999999999999969,0
"Albumin globulin ratio decreased",1.49856114379299e-27,0.999999999999969,0
"Toothache",1.49856114379299e-27,0.999999999999969,0
"Vaccination site reaction",1.49856114379299e-27,0.999999999999969,0
"Lung neoplasm",1.49856114379299e-27,0.999999999999969,0
"CSF myelin basic protein increased",1.49856114379299e-27,0.999999999999969,0
"Pleuritic pain",1.49856114379299e-27,0.999999999999969,0
"Cranial nerve paralysis",1.49856114379299e-27,0.999999999999969,0
"Microcytosis",1.49856114379299e-27,0.999999999999969,0
"Blood cortisol",1.49856114379299e-27,0.999999999999969,0
"Red cell distribution width normal",1.49856114379299e-27,0.999999999999969,0
"Monocyte count normal",1.49856114379299e-27,0.999999999999969,0
"Bruxism",1.49856114379299e-27,0.999999999999969,0
"Glossitis",1.49856114379299e-27,0.999999999999969,0
"Alopecia areata",1.49856114379299e-27,0.999999999999969,0
"Dermatitis diaper",1.49856114379299e-27,0.999999999999969,0
"Exfoliative rash",1.49856114379299e-27,0.999999999999969,0
"Pregnancy with advanced maternal age",1.49856114379299e-27,0.999999999999969,0
"Parvovirus B19 test negative",1.49856114379299e-27,0.999999999999969,0
"Sjogren's syndrome",1.49856114379299e-27,0.999999999999969,0
"Jaundice",1.49856114379299e-27,0.999999999999969,0
"Reaction to previous exposure to any vaccine",1.49856114379299e-27,0.999999999999969,0
"High density lipoprotein increased",1.49856114379299e-27,0.999999999999969,0
"Phonophobia",1.49856114379299e-27,0.999999999999969,0
"Aspiration pleural cavity",1.49856114379299e-27,0.999999999999969,0
"Acute polyneuropathy",1.49856114379299e-27,0.999999999999969,0
"Moaning",1.49856114379299e-27,0.999999999999969,0
"Prostatic specific antigen increased",1.49856114379299e-27,0.999999999999969,0
"Ultrasound pelvis normal",1.49856114379299e-27,0.999999999999969,0
"Face injury",1.49856114379299e-27,0.999999999999969,0
"Carotid artery disease",1.49856114379299e-27,0.999999999999969,0
"Streptococcus test",1.49856114379299e-27,0.999999999999969,0
"Complex partial seizures",1.49856114379299e-27,0.999999999999969,0
"Muscle swelling",1.49856114379299e-27,0.999999999999969,0
"Secretion discharge",1.49856114379299e-27,0.999999999999969,0
"Clostridium difficile colitis",1.49856114379299e-27,0.999999999999969,0
"Muscle fatigue",1.49856114379299e-27,0.999999999999969,0
"Immunology test abnormal",1.49856114379299e-27,0.999999999999969,0
"General physical health deterioration",1.49856114379299e-27,0.999999999999969,0
"Pain of skin",1.49856114379299e-27,0.999999999999969,0
"Viraemia",1.49856114379299e-27,0.999999999999969,0
"Scrotal oedema",1.49856114379299e-27,0.999999999999969,0
"Temperature intolerance",1.49856114379299e-27,0.999999999999969,0
"Secondary transmission",1.49856114379299e-27,0.999999999999969,0
"Neurological symptom",1.49856114379299e-27,0.999999999999969,0
"Psychomotor skills impaired",1.49856114379299e-27,0.999999999999969,0
"Electrocardiogram ST-T change",1.49856114379299e-27,0.999999999999969,0
"Smear cervix",1.49856114379299e-27,0.999999999999969,0
"Oral disorder",1.49856114379299e-27,0.999999999999969,0
"Disability",1.49856114379299e-27,0.999999999999969,0
"Atrioventricular block",1.49856114379299e-27,0.999999999999969,0
"Life support",1.49856114379299e-27,0.999999999999969,0
"Somatosensory evoked potentials",1.49856114379299e-27,0.999999999999969,0
"Visual evoked potentials normal",1.49856114379299e-27,0.999999999999969,0
"Generalised erythema",1.49856114379299e-27,0.999999999999969,0
"Brain oedema",1.49856114379299e-27,0.999999999999969,0
"Tongue ulceration",1.49856114379299e-27,0.999999999999969,0
"Injection site macule",1.49856114379299e-27,0.999999999999969,0
"Status asthmaticus",1.49856114379299e-27,0.999999999999969,0
"Escherichia infection",1.49856114379299e-27,0.999999999999969,0
"Snoring",1.49856114379299e-27,0.999999999999969,0
"Skin laceration",1.49856114379299e-27,0.999999999999969,0
"Osteoporosis",1.49856114379299e-27,0.999999999999969,0
"Anxiety disorder",1.49856114379299e-27,0.999999999999969,0
"Cardiac hypertrophy",1.49856114379299e-27,0.999999999999969,0
"Babinski reflex test",1.49856114379299e-27,0.999999999999969,0
"High density lipoprotein decreased",1.49856114379299e-27,0.999999999999969,0
"Biopsy skin abnormal",1.49856114379299e-27,0.999999999999969,0
"Reflex test normal",1.49856114379299e-27,0.999999999999969,0
"Electrocardiogram QRS complex prolonged",1.49856114379299e-27,0.999999999999969,0
"Social avoidant behaviour",1.49856114379299e-27,0.999999999999969,0
"Goitre",1.49856114379299e-27,0.999999999999969,0
"Costochondritis",1.49856114379299e-27,0.999999999999969,0
"Grunting",1.49856114379299e-27,0.999999999999969,0
"Tooth abscess",1.49856114379299e-27,0.999999999999969,0
"Blood lactate dehydrogenase increased",1.49856114379299e-27,0.999999999999969,0
"Herpes simplex serology positive",1.49856114379299e-27,0.999999999999969,0
"Pericarditis",1.49856114379299e-27,0.999999999999969,0
"Sensorimotor disorder",1.49856114379299e-27,0.999999999999969,0
"Paraplegia",1.49856114379299e-27,0.999999999999969,0
"Crohn's disease",1.49856114379299e-27,0.999999999999969,0
"Muscle spasticity",1.49856114379299e-27,0.999999999999969,0
"Fungal infection",1.49856114379299e-27,0.999999999999969,0
"Thyroxine free normal",1.49856114379299e-27,0.999999999999969,0
"Antibody test positive",1.49856114379299e-27,0.999999999999969,0
"Disseminated intravascular coagulation",1.49856114379299e-27,0.999999999999969,0
"Audiogram abnormal",1.49856114379299e-27,0.999999999999969,0
"Post vaccination syndrome",1.49856114379299e-27,0.999999999999969,0
"Lumbar spinal stenosis",1.49856114379299e-27,0.999999999999969,0
"Tobacco user",1.49856114379299e-27,0.999999999999969,0
"Renal tubular necrosis",1.49856114379299e-27,0.999999999999969,0
"Cervical myelopathy",1.49856114379299e-27,0.999999999999969,0
"Fibrin D dimer normal",1.49856114379299e-27,0.999999999999969,0
"Prealbumin decreased",1.49856114379299e-27,0.999999999999969,0
"Protein total normal",1.49856114379299e-27,0.999999999999969,0
"Vertigo positional",1.49856114379299e-27,0.999999999999969,0
"Mean cell haemoglobin concentration normal",1.49856114379299e-27,0.999999999999969,0
"Intention tremor",1.49856114379299e-27,0.999999999999969,0
"Kidney infection",1.49856114379299e-27,0.999999999999969,0
"Aortic valve incompetence",2.22066574367145e-24,0.999999999998811,0
"Coma",4.09278071214934e-25,0.99999999999949,0
"Bone density decreased",1.49856114379299e-27,0.999999999999969,0
"Blood bilirubin",0.133797719491684,0.714526479378546,0
"Lipids abnormal",2.22066574367145e-24,0.999999999998811,0
